,pred_aggressive,pred_drowsy,pred_normal
true_aggressive,0.5637931034482758,0.07586206896551724,0.3603448275862069
true_drowsy,0.09323116219667944,0.36398467432950193,0.5427841634738186
true_normal,0.07294429708222812,0.1783819628647215,0.7486737400530504
