,pred_aggressive,pred_drowsy,pred_normal
true_aggressive,0.5329905741216795,0.0908311910882605,0.37617823479005996
true_drowsy,0.102287166454892,0.33163913595933925,0.5660736975857688
true_normal,0.08042188529993408,0.1825972313777192,0.7369808833223468
