,pred_aggressive,pred_drowsy,pred_normal
true_aggressive,0.7361179361179361,0.17002457002457003,0.09385749385749385
true_drowsy,0.24395243952439524,0.3767937679376794,0.3792537925379254
true_normal,0.33112582781456956,0.258719646799117,0.4101545253863135
