,pred_aggressive,pred_drowsy,pred_normal
true_aggressive,0.5844827586206897,0.09137931034482759,0.32413793103448274
true_drowsy,0.08939974457215837,0.4227330779054917,0.4878671775223499
true_normal,0.08156498673740054,0.22877984084880637,0.6896551724137931
