,pred_aggressive,pred_drowsy,pred_normal
true_aggressive,0.5310344827586206,0.032758620689655175,0.4362068965517241
true_drowsy,0.06130268199233716,0.5300127713920817,0.4086845466155811
true_normal,0.04177718832891247,0.1259946949602122,0.8322281167108754
