,pred_aggressive,pred_drowsy,pred_normal
true_aggressive,0.7660414610069102,0.140177690029615,0.09378084896347483
true_drowsy,0.22386831275720165,0.3958847736625514,0.3802469135802469
true_normal,0.29317980513728964,0.25155004428697963,0.4552701505757307
