,pred_aggressive,pred_drowsy,pred_normal
true_aggressive,0.6746928746928746,0.12481572481572481,0.2004914004914005
true_drowsy,0.15334153341533416,0.42968429684296844,0.41697416974169743
true_normal,0.1598233995584989,0.10507726269315673,0.7350993377483444
