,pred_aggressive,pred_drowsy,pred_normal
true_aggressive,0.7709772951628825,0.13919052319842054,0.08983218163869694
true_drowsy,0.22962962962962963,0.43209876543209874,0.33827160493827163
true_normal,0.29317980513728964,0.25686448184233834,0.449955713020372
