,pred_aggressive,pred_drowsy,pred_normal
true_aggressive,0.7474201474201474,0.16265356265356265,0.08992628992628993
true_drowsy,0.2562525625256253,0.4067240672406724,0.3370233702337023
true_normal,0.33421633554083885,0.27240618101545255,0.3933774834437086
