recall,precision
1.0,0.4234104046242775
1.0,0.42347840051389113
1.0,0.42354641824606487
1.0,0.4236144578313253
1.0,0.42368251928020567
1.0,0.42375060260324604
1.0,0.423886834914001
1.0,0.4239549839228296
0.999620781190747,0.4239305242843358
0.999620781190747,0.42399871320572624
0.999620781190747,0.42433998712169996
0.999620781190747,0.42447665056360706
0.999620781190747,0.42468181085870793
0.999620781190747,0.42488716956802064
0.999620781190747,0.4252298757864172
0.999620781190747,0.42536711311925124
0.9992415623814941,0.42541168873103
0.9992415623814941,0.4254803810754077
0.9992415623814941,0.42575537243496525
0.9992415623814941,0.4258241758241758
0.9992415623814941,0.4263064229089144
0.9992415623814941,0.4265134347685335
0.9988623435722411,0.42662779397473277
0.9988623435722411,0.4266969058804471
0.9988623435722411,0.426904376012966
0.9988623435722411,0.4270428015564202
0.9988623435722411,0.427319922128488
0.9988623435722411,0.42773627801234165
0.9988623435722411,0.4280838615309605
0.9988623435722411,0.4287109375
0.9988623435722411,0.4287807260296272
0.9988623435722411,0.4289203712750366
0.9988623435722411,0.4293398533007335
0.9988623435722411,0.42969004893964113
0.9988623435722411,0.4299004406724335
0.9988623435722411,0.4304624938715476
0.9988623435722411,0.43095549738219896
0.9988623435722411,0.43130833469788765
0.9988623435722411,0.4318032786885246
0.9984831247629883,0.4319934372436423
0.9984831247629883,0.43249014454664914
0.9984831247629883,0.4330592105263158
0.9984831247629883,0.4334156378600823
0.9984831247629883,0.43377265238879736
0.9984831247629883,0.4341302555647156
0.9984831247629883,0.434775429326288
0.9984831247629883,0.4350627891606081
0.9984831247629883,0.43542252356540434
0.9981039059537353,0.43561734524991724
0.9981039059537353,0.43612261806130903
0.9981039059537353,0.4363395225464191
0.9977246871444824,0.43653558984569435
0.9977246871444824,0.4370431893687708
0.9977246871444824,0.4373337765957447
0.9977246871444824,0.4378432351472791
0.9973454683352294,0.4380413057961359
0.9973454683352294,0.4384794931643881
0.9969662495259765,0.4388249040227007
0.9965870307167235,0.43909774436090226
0.9962078119074707,0.43944463031114084
0.9962078119074707,0.4401809651474531
0.9958285930982177,0.4406779661016949
0.9958285930982177,0.441492938802959
0.9954493742889647,0.44191919191919193
0.9954493742889647,0.44229149115417016
0.9954493742889647,0.4425897824987355
0.9954493742889647,0.4430379746835443
0.9954493742889647,0.44348707551951344
0.9954493742889647,0.44423760365544085
0.9954493742889647,0.44468914111468744
0.9950701554797118,0.44565217391304346
0.9950701554797118,0.4465622872702519
0.9943117178612059,0.44721132526010576
0.993932499051953,0.44772804919713016
0.993932499051953,0.4485709395858292
0.9935532802427001,0.44909153239629757
0.9931740614334471,0.4496137339055794
0.9927948426241942,0.4501375515818432
0.9927948426241942,0.4508351988978819
0.9916571861964354,0.4517968210089841
0.9912779673871824,0.4524839882291847
0.9908987485779295,0.45325238508239374
0.9908987485779295,0.45435576421491913
0.9905195297686765,0.4551315560202126
0.9905195297686765,0.4564837469416288
0.9905195297686765,0.4570428696412948
0.9905195297686765,0.45808488249736934
0.9905195297686765,0.45921237693389594
0.9897610921501706,0.4599929502996123
0.9890026545316648,0.4605332862440403
0.9886234357224118,0.46149761019649493
0.9878649981039059,0.4619613406632382
0.9878649981039059,0.463440668920121
0.9878649981039059,0.46401852511578195
0.9878649981039059,0.46443216259582815
0.987485779294653,0.46574852441423714
0.9871065604854001,0.46632031529917595
0.9863481228668942,0.4671336206896552
0.9855896852483883,0.46795102628736046
0.9852104664391353,0.4687838325514255
0.9848312476298824,0.4695353462303381
0.9840728100113766,0.470279086625589
0.9829351535836177,0.47110141766630315
0.9825559347743648,0.47143377001455605
0.9821767159651119,0.4725415070242657
0.981797497155859,0.47322244562237253
0.981039059537353,0.4735493318689365
0.9799014031095943,0.47421545237658286
0.9791429654910884,0.47533136966126655
