,pred_aggressive,pred_drowsy,pred_normal
true_aggressive,0.46186803770351326,0.02913453299057412,0.5089974293059126
true_drowsy,0.042566709021601014,0.4764930114358323,0.4809402795425667
true_normal,0.04054054054054054,0.12788398154251812,0.8315754779169413
