recall,precision
1.0,0.3208092485549133
1.0,0.3208607676248595
1.0,0.32091230324445874
1.0,0.32096385542168676
1.0,0.32111861137897785
1.0,0.32122186495176847
1.0,0.32137686987292907
1.0,0.32158377595364557
1.0,0.32179094862296664
1.0,0.32199838839645445
1.0,0.3225702292541169
1.0,0.3227265385236634
1.0,0.3230918499353169
1.0,0.3233009708737864
1.0,0.3236151603498542
1.0,0.32435064935064933
1.0,0.3248780487804878
1.0,0.3254071661237785
1.0,0.32609760078341765
1.0,0.3267375306623058
1.0,0.3274872971643993
1.0,0.32856438085841144
1.0,0.32943116240725473
1.0,0.3302479338842975
1.0,0.33063048154889957
1.0,0.33139824183114946
0.9994994994994995,0.3318929699185641
0.998998998998999,0.33233433233433235
0.9984984984984985,0.3329994992488733
0.9984984984984985,0.33366783743100853
0.997997997997998,0.33445152633344516
0.997997997997998,0.3352387357094822
0.997997997997998,0.3361429534726905
0.9974974974974975,0.3372821120324928
0.9974974974974975,0.33814048184594503
0.996996996996997,0.33941046174816836
0.9964964964964965,0.34069130732375086
0.9954954954954955,0.3415765069551777
0.994994994994995,0.34281772719434384
0.994994994994995,0.3437067773167358
0.994994994994995,0.3450789793438639
0.9944944944944945,0.3459864182483023
0.992992992992993,0.3464291950410337
0.9924924924924925,0.34752891692954785
0.991991991991992,0.3490665727368792
0.9914914914914915,0.35043339819564834
0.9914914914914915,0.3515527950310559
0.9914914914914915,0.352491103202847
0.9904904904904905,0.35415175375805297
0.9904904904904905,0.35529622980251346
0.98998998998999,0.3567177637511271
0.988988988988989,0.35803587606450443
0.987987987987988,0.3594973593152431
0.9874874874874875,0.36029948867786704
0.986986986986987,0.3619676945668135
0.9854854854854855,0.36261510128913443
0.984984984984985,0.363569185294661
0.9844844844844844,0.3651382958975311
0.9834834834834835,0.3668097815941758
0.982982982982983,0.36827301706356647
0.9814814814814815,0.3704893255242773
0.9804804804804805,0.3719384849060186
0.9804804804804805,0.37314285714285716
0.978978978978979,0.37435406698564594
0.9774774774774775,0.37572143131973834
0.975975975975976,0.3771030748404564
0.973973973973974,0.37793746358516217
0.9734734734734735,0.3798086311267331
0.972972972972973,0.38185032410135533
0.9714714714714715,0.3830669034931912
0.968968968968969,0.38443208895949166
0.9679679679679679,0.3857969279872332
0.9669669669669669,0.3868642370845014
0.965965965965966,0.3885645258707469
0.9644644644644644,0.3900020238818053
0.9624624624624625,0.3914902280130293
0.960960960960961,0.39320090108539835
0.95995995995996,0.39505664263645723
0.95995995995996,0.39644481190574615
0.9594594594594594,0.39895941727367323
0.9569569569569569,0.40016743407283384
0.9554554554554554,0.4024030354131535
0.9529529529529529,0.4046758767268863
0.950950950950951,0.40537657350117345
0.948948948948949,0.4072164948453608
0.9479479479479479,0.4089829410494494
0.9454454454454454,0.4102062975027144
0.9429429429429429,0.41117415975556526
