group,accuracy,macro_f1,recall_drowsy
1,0.5760082730093071,0.5657073400551662,0.5104166666666666
3,0.5892040256175664,0.568857695592276,0.41964285714285715
5,0.6619585687382298,0.6406890009502779,0.40896358543417366
2,0.6935332708528584,0.6768607599249599,0.43573667711598746
4,0.702276707530648,0.6894214914478679,0.47953216374269003
6,0.7413600891861761,0.7384029739298298,0.6741573033707865
