,pred_aggressive,pred_drowsy,pred_normal
true_aggressive,0.5501285347043702,0.11825192802056556,0.33161953727506427
true_drowsy,0.10673443456162643,0.39390088945362134,0.4993646759847522
true_normal,0.08767303889255108,0.23335530652603823,0.6789716545814107
